Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
HHS Region 1,2 wk ahead,Bin,percent,12.6,12.7,0.0002055675114441336
HHS Region 1,2 wk ahead,Bin,percent,12.7,12.8,0.0002060430416057512
HHS Region 1,2 wk ahead,Bin,percent,12.8,12.9,0.00021445950565861623
HHS Region 1,2 wk ahead,Bin,percent,12.9,13.0,0.00019535342481109607
HHS Region 1,2 wk ahead,Bin,percent,13.0,100.0,0.00025509949013959705
HHS Region 1,2 wk ahead,Bin,percent,2.0,2.1,0.015758616910281263
HHS Region 1,2 wk ahead,Bin,percent,2.1,2.2,0.012395904325701252
HHS Region 1,2 wk ahead,Bin,percent,2.2,2.3,0.009491969479122972
HHS Region 1,2 wk ahead,Bin,percent,2.3,2.4,0.0071712977756149205
HHS Region 1,2 wk ahead,Bin,percent,2.4,2.5,0.0056332081228899255
HHS Region 1,2 wk ahead,Bin,percent,2.5,2.6,0.004943984180818557
HHS Region 1,2 wk ahead,Bin,percent,2.6,2.7,0.004238256813372968
HHS Region 1,2 wk ahead,Bin,percent,2.7,2.8,0.004233550964737135
HHS Region 1,2 wk ahead,Bin,percent,2.8,2.9,0.0038750175370144977
HHS Region 1,2 wk ahead,Bin,percent,2.9,3.0,0.003137475950223249
HHS Region 1,2 wk ahead,Bin,percent,3.0,3.1,0.00327370731993284
HHS Region 1,2 wk ahead,Bin,percent,3.1,3.2,0.003226364729567413
HHS Region 1,2 wk ahead,Bin,percent,3.2,3.3,0.003331842744683644
HHS Region 1,2 wk ahead,Bin,percent,3.3,3.4,0.0031284773203498245
HHS Region 1,2 wk ahead,Bin,percent,3.4,3.5,0.002740316255058192
HHS Region 1,2 wk ahead,Bin,percent,3.5,3.6,0.002644748178762355
HHS Region 1,2 wk ahead,Bin,percent,3.6,3.7,0.0025780524283724425
HHS Region 1,2 wk ahead,Bin,percent,3.7,3.8,0.002471821620080078
HHS Region 1,2 wk ahead,Bin,percent,3.8,3.9,0.002331940090911512
HHS Region 1,2 wk ahead,Bin,percent,3.9,4.0,0.002154071912988625
HHS Region 1,2 wk ahead,Bin,percent,4.0,4.1,0.0021863942394073146
HHS Region 1,2 wk ahead,Bin,percent,4.1,4.2,0.0020526788716487237
HHS Region 1,2 wk ahead,Bin,percent,4.2,4.3,0.002174693707607916
HHS Region 1,2 wk ahead,Bin,percent,4.3,4.4,0.002002661065209037
HHS Region 1,2 wk ahead,Bin,percent,4.4,4.5,0.0016796724923979305
HHS Region 1,2 wk ahead,Bin,percent,4.5,4.6,0.0016738650280901553
HHS Region 1,2 wk ahead,Bin,percent,4.6,4.7,0.0016421187130414982
HHS Region 1,2 wk ahead,Bin,percent,4.7,4.8,0.0015924699313257676
HHS Region 1,2 wk ahead,Bin,percent,4.8,4.9,0.0014483269843577795
HHS Region 1,2 wk ahead,Bin,percent,4.9,5.0,0.0012949970857885971
HHS Region 1,2 wk ahead,Bin,percent,5.0,5.1,0.0013796712350886914
HHS Region 1,2 wk ahead,Bin,percent,5.1,5.2,0.0012466951066001002
HHS Region 1,2 wk ahead,Bin,percent,5.2,5.3,0.0011666336843919693
HHS Region 1,2 wk ahead,Bin,percent,5.3,5.4,0.0011990370811036336
HHS Region 1,2 wk ahead,Bin,percent,5.4,5.5,0.0010297453730485427
HHS Region 1,2 wk ahead,Bin,percent,5.5,5.6,0.0009625452513710496
HHS Region 1,2 wk ahead,Bin,percent,5.6,5.7,0.0007924276658350031
HHS Region 1,2 wk ahead,Bin,percent,5.7,5.8,0.0010083471520719444
HHS Region 1,2 wk ahead,Bin,percent,5.8,5.9,0.0008642585451165506
HHS Region 1,2 wk ahead,Bin,percent,5.9,6.0,0.0009338992929693157
HHS Region 1,2 wk ahead,Bin,percent,6.0,6.1,0.0009076998904393275
HHS Region 1,2 wk ahead,Bin,percent,6.1,6.2,0.0008088474978200863
HHS Region 1,2 wk ahead,Bin,percent,6.2,6.3,0.0006016605549705247
HHS Region 1,2 wk ahead,Bin,percent,6.3,6.4,0.0007568570080913063
HHS Region 1,2 wk ahead,Bin,percent,6.4,6.5,0.0008027773827636441
HHS Region 1,2 wk ahead,Bin,percent,6.5,6.6,0.0007223852854047112
HHS Region 1,2 wk ahead,Bin,percent,6.6,6.7,0.0006229151777263264
HHS Region 1,2 wk ahead,Bin,percent,6.7,6.8,0.0006227268140054979
HHS Region 1,2 wk ahead,Bin,percent,6.8,6.9,0.0005861497528558367
HHS Region 1,2 wk ahead,Bin,percent,6.9,7.0,0.0006304237374100397
HHS Region 1,2 wk ahead,Bin,percent,7.0,7.1,0.0005590384707142646
HHS Region 1,2 wk ahead,Bin,percent,7.1,7.2,0.0005141870857094832
HHS Region 1,2 wk ahead,Bin,percent,7.2,7.3,0.0005354846073338764
HHS Region 1,2 wk ahead,Bin,percent,7.3,7.4,0.00048289330363615964
HHS Region 1,2 wk ahead,Bin,percent,7.4,7.5,0.000490315070275866
HHS Region 1,2 wk ahead,Bin,percent,7.5,7.6,0.0005212526868335586
HHS Region 1,2 wk ahead,Bin,percent,7.6,7.7,0.0004317017916702701
HHS Region 1,2 wk ahead,Bin,percent,7.7,7.8,0.00035973877741147056
HHS Region 1,2 wk ahead,Bin,percent,7.8,7.9,0.00044910759262594405
HHS Region 1,2 wk ahead,Bin,percent,7.9,8.0,0.00039564477485287203
HHS Region 1,2 wk ahead,Bin,percent,8.0,8.1,0.0003755902296007653
HHS Region 1,2 wk ahead,Bin,percent,8.1,8.2,0.0003299611520857571
HHS Region 1,2 wk ahead,Bin,percent,8.2,8.3,0.00031200849948505885
HHS Region 1,2 wk ahead,Bin,percent,8.3,8.4,0.00038348539244985216
HHS Region 1,2 wk ahead,Bin,percent,8.4,8.5,0.00028501889627512964
HHS Region 1,2 wk ahead,Bin,percent,8.5,8.6,0.00026703596148449515
HHS Region 1,2 wk ahead,Bin,percent,8.6,8.7,0.00034748919785527484
HHS Region 1,2 wk ahead,Bin,percent,8.7,8.8,0.0003656252356169648
HHS Region 1,2 wk ahead,Bin,percent,8.8,8.9,0.00026686057521769943
HHS Region 1,2 wk ahead,Bin,percent,8.9,9.0,0.0003205084962939234
HHS Region 1,2 wk ahead,Bin,percent,9.0,9.1,0.0003141802229631674
HHS Region 1,2 wk ahead,Bin,percent,9.1,9.2,0.0002700813644026743
HHS Region 1,2 wk ahead,Bin,percent,9.2,9.3,0.00025221653251418497
HHS Region 1,2 wk ahead,Bin,percent,9.3,9.4,0.0003057440286817092
HHS Region 1,2 wk ahead,Bin,percent,9.4,9.5,0.00026082223938488867
HHS Region 1,2 wk ahead,Bin,percent,9.5,9.6,0.0002584523505435875
HHS Region 1,2 wk ahead,Bin,percent,9.6,9.7,0.00028453314010717576
HHS Region 1,2 wk ahead,Bin,percent,9.7,9.8,0.00024868265894911935
HHS Region 1,2 wk ahead,Bin,percent,9.8,9.9,0.00021286777791542256
HHS Region 1,2 wk ahead,Bin,percent,9.9,10.0,0.00022178340287113101
HHS Region 1,2 wk ahead,Point,percent,,,1.4439729090909097
HHS Region 1,3 wk ahead,Bin,percent,0.0,0.1,0.002587749178034007
HHS Region 1,3 wk ahead,Bin,percent,0.1,0.2,0.002987881277100341
HHS Region 1,3 wk ahead,Bin,percent,0.2,0.3,0.004866881319335004
HHS Region 1,3 wk ahead,Bin,percent,0.3,0.4,0.008999993497453606
HHS Region 1,3 wk ahead,Bin,percent,0.4,0.5,0.013078878367937663
HHS Region 1,3 wk ahead,Bin,percent,0.5,0.6,0.018686830626521177
HHS Region 1,3 wk ahead,Bin,percent,0.6,0.7,0.02528764248334921
HHS Region 1,3 wk ahead,Bin,percent,0.7,0.8,0.03987954478276957
HHS Region 1,3 wk ahead,Bin,percent,0.8,0.9,0.05588411139365823
HHS Region 1,3 wk ahead,Bin,percent,0.9,1.0,0.06310425700550118
HHS Region 1,3 wk ahead,Bin,percent,1.0,1.1,0.054895382332222575
HHS Region 1,3 wk ahead,Bin,percent,1.1,1.2,0.06062506763426169
HHS Region 1,3 wk ahead,Bin,percent,1.2,1.3,0.07806238018970893
HHS Region 1,3 wk ahead,Bin,percent,1.3,1.4,0.07252196189437518
HHS Region 1,3 wk ahead,Bin,percent,1.4,1.5,0.061432869935780524
HHS Region 1,3 wk ahead,Bin,percent,1.5,1.6,0.051811967816779166
HHS Region 1,3 wk ahead,Bin,percent,1.6,1.7,0.0480094838616289
HHS Region 1,3 wk ahead,Bin,percent,1.7,1.8,0.04329595969028744
HHS Region 1,3 wk ahead,Bin,percent,1.8,1.9,0.040374999517070034
HHS Region 1,3 wk ahead,Bin,percent,1.9,2.0,0.033710436091205886
HHS Region 1,3 wk ahead,Bin,percent,10.0,10.1,0.0003324601864517467
HHS Region 1,3 wk ahead,Bin,percent,10.1,10.2,0.00026994757220205037
HHS Region 1,3 wk ahead,Bin,percent,10.2,10.3,0.00024258478381246847
HHS Region 1,3 wk ahead,Bin,percent,10.3,10.4,0.0002633585895740836
HHS Region 1,3 wk ahead,Bin,percent,10.4,10.5,0.00023548678617311847
HHS Region 1,3 wk ahead,Bin,percent,10.5,10.6,0.0002084314351456847
HHS Region 1,3 wk ahead,Bin,percent,10.6,10.7,0.0002263975285525941
HHS Region 1,3 wk ahead,Bin,percent,10.7,10.8,0.0002443636261232248
HHS Region 1,3 wk ahead,Bin,percent,10.8,10.9,0.00020834036342348358
HHS Region 1,3 wk ahead,Bin,percent,10.9,11.0,0.00025330115038461285
HHS Region 1,3 wk ahead,Bin,percent,11.0,11.1,0.0002532708038388243
HHS Region 1,3 wk ahead,Bin,percent,11.1,11.2,0.00020824932353278314
HHS Region 1,3 wk ahead,Bin,percent,11.2,11.3,0.0002172172100764537
HHS Region 1,3 wk ahead,Bin,percent,11.3,11.4,0.0002445006220022515
HHS Region 1,3 wk ahead,Bin,percent,11.4,11.5,0.00019926027551499955
HHS Region 1,3 wk ahead,Bin,percent,11.5,11.6,0.00020853559025651688
HHS Region 1,3 wk ahead,Bin,percent,11.6,11.7,0.000199199610033286
HHS Region 1,3 wk ahead,Bin,percent,11.7,11.8,0.00021747315599097105
HHS Region 1,3 wk ahead,Bin,percent,11.8,11.9,0.00020813717934911534
HHS Region 1,3 wk ahead,Bin,percent,11.9,12.0,0.00022610330749726508
HHS Region 1,3 wk ahead,Bin,percent,12.0,12.1,0.00020810683108122112
HHS Region 1,3 wk ahead,Bin,percent,12.1,12.2,0.00023507119252888061
HHS Region 1,3 wk ahead,Bin,percent,12.2,12.3,0.000199047996066522
HHS Region 1,3 wk ahead,Bin,percent,12.3,12.4,0.00021701444615664352
HHS Region 1,3 wk ahead,Bin,percent,12.4,12.5,0.00020130262716507667
HHS Region 1,3 wk ahead,Bin,percent,12.5,12.6,0.00022015794432327147
HHS Region 1,3 wk ahead,Bin,percent,12.6,12.7,0.00020219446211689344
HHS Region 1,3 wk ahead,Bin,percent,12.7,12.8,0.00020240198651954317
HHS Region 1,3 wk ahead,Bin,percent,12.8,12.9,0.00020267762534012933
HHS Region 1,3 wk ahead,Bin,percent,12.9,13.0,0.00021046258086793277
HHS Region 1,3 wk ahead,Bin,percent,13.0,100.0,0.0002905478105893561
HHS Region 1,3 wk ahead,Bin,percent,2.0,2.1,0.02471064608727553
HHS Region 1,3 wk ahead,Bin,percent,2.1,2.2,0.01986615922690516
HHS Region 1,3 wk ahead,Bin,percent,2.2,2.3,0.016297143882524363
HHS Region 1,3 wk ahead,Bin,percent,2.3,2.4,0.013671592211023058
HHS Region 1,3 wk ahead,Bin,percent,2.4,2.5,0.011211355983131386
HHS Region 1,3 wk ahead,Bin,percent,2.5,2.6,0.009111004340736088
HHS Region 1,3 wk ahead,Bin,percent,2.6,2.7,0.0077902294894049515
HHS Region 1,3 wk ahead,Bin,percent,2.7,2.8,0.006382253664746481
HHS Region 1,3 wk ahead,Bin,percent,2.8,2.9,0.005248592382908904
HHS Region 1,3 wk ahead,Bin,percent,2.9,3.0,0.0051443905747260935
HHS Region 1,3 wk ahead,Bin,percent,3.0,3.1,0.004338959145464671
HHS Region 1,3 wk ahead,Bin,percent,3.1,3.2,0.003806700753172444
HHS Region 1,3 wk ahead,Bin,percent,3.2,3.3,0.0037217510985703374
HHS Region 1,3 wk ahead,Bin,percent,3.3,3.4,0.0031706390889692463
HHS Region 1,3 wk ahead,Bin,percent,3.4,3.5,0.002815013832258709
HHS Region 1,3 wk ahead,Bin,percent,3.5,3.6,0.0028884197909240204
HHS Region 1,3 wk ahead,Bin,percent,3.6,3.7,0.0023272984601670683
HHS Region 1,3 wk ahead,Bin,percent,3.7,3.8,0.0026114620403904745
HHS Region 1,3 wk ahead,Bin,percent,3.8,3.9,0.002347675040430176
HHS Region 1,3 wk ahead,Bin,percent,3.9,4.0,0.0026028130051232072
HHS Region 1,3 wk ahead,Bin,percent,4.0,4.1,0.0023013483332481217
HHS Region 1,3 wk ahead,Bin,percent,4.1,4.2,0.002411332292511724
HHS Region 1,3 wk ahead,Bin,percent,4.2,4.3,0.002117547472626382
HHS Region 1,3 wk ahead,Bin,percent,4.3,4.4,0.002366009539256573
HHS Region 1,3 wk ahead,Bin,percent,4.4,4.5,0.002345885682661984
HHS Region 1,3 wk ahead,Bin,percent,4.5,4.6,0.00234271281856993
HHS Region 1,3 wk ahead,Bin,percent,4.6,4.7,0.0019258633775256187
