Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
HHS Region 1,1 wk ahead,Bin,percent,10.8,10.9,0.0002219615266856004
HHS Region 1,1 wk ahead,Bin,percent,10.9,11.0,0.00022192482543958062
HHS Region 1,1 wk ahead,Bin,percent,11.0,11.1,0.00022188815992346816
HHS Region 1,1 wk ahead,Bin,percent,11.1,11.2,0.00022185152566105463
HHS Region 1,1 wk ahead,Bin,percent,11.2,11.3,0.00022185132147571865
HHS Region 1,1 wk ahead,Bin,percent,11.3,11.4,0.00022181473855122232
HHS Region 1,1 wk ahead,Bin,percent,11.4,11.5,0.000221778297019034
HHS Region 1,1 wk ahead,Bin,percent,11.5,11.6,0.0002217417713598474
HHS Region 1,1 wk ahead,Bin,percent,11.6,11.7,0.00022174164684634037
HHS Region 1,1 wk ahead,Bin,percent,11.7,11.8,0.0002217051338730189
HHS Region 1,1 wk ahead,Bin,percent,11.8,11.9,0.00022166863344425878
HHS Region 1,1 wk ahead,Bin,percent,11.9,12.0,0.0002216685467935733
HHS Region 1,1 wk ahead,Bin,percent,12.0,12.1,0.00022163206746079052
HHS Region 1,1 wk ahead,Bin,percent,12.1,12.2,0.0002215956009683753
HHS Region 1,1 wk ahead,Bin,percent,12.2,12.3,0.00022158318892418716
HHS Region 1,1 wk ahead,Bin,percent,12.3,12.4,0.00022153277312383584
HHS Region 1,1 wk ahead,Bin,percent,12.4,12.5,0.00022153457677487006
HHS Region 1,1 wk ahead,Bin,percent,12.5,12.6,0.0002215084683669487
HHS Region 1,1 wk ahead,Bin,percent,12.6,12.7,0.0002215283927212728
HHS Region 1,1 wk ahead,Bin,percent,12.7,12.8,0.0002214818079453557
HHS Region 1,1 wk ahead,Bin,percent,12.8,12.9,0.00022114293151755766
HHS Region 1,1 wk ahead,Bin,percent,12.9,13.0,0.00021958204600339308
HHS Region 1,1 wk ahead,Bin,percent,13.0,100.0,0.00021523011706283264
HHS Region 1,1 wk ahead,Bin,percent,2.0,2.1,0.009904162034754749
HHS Region 1,1 wk ahead,Bin,percent,2.1,2.2,0.009471923072781014
HHS Region 1,1 wk ahead,Bin,percent,2.2,2.3,0.008511789021005823
HHS Region 1,1 wk ahead,Bin,percent,2.3,2.4,0.006387598025251925
HHS Region 1,1 wk ahead,Bin,percent,2.4,2.5,0.004503662131111827
HHS Region 1,1 wk ahead,Bin,percent,2.5,2.6,0.0033030418685435665
HHS Region 1,1 wk ahead,Bin,percent,2.6,2.7,0.002639429412093732
HHS Region 1,1 wk ahead,Bin,percent,2.7,2.8,0.0020509735399939807
HHS Region 1,1 wk ahead,Bin,percent,2.8,2.9,0.0017103504936552064
HHS Region 1,1 wk ahead,Bin,percent,2.9,3.0,0.001371264573086502
HHS Region 1,1 wk ahead,Bin,percent,3.0,3.1,0.0011355993386726055
HHS Region 1,1 wk ahead,Bin,percent,3.1,3.2,0.0009486491953279123
HHS Region 1,1 wk ahead,Bin,percent,3.2,3.3,0.0008254640342185237
HHS Region 1,1 wk ahead,Bin,percent,3.3,3.4,0.0008220672272656925
HHS Region 1,1 wk ahead,Bin,percent,3.4,3.5,0.0006608961132021428
HHS Region 1,1 wk ahead,Bin,percent,3.5,3.6,0.0005764953496635412
HHS Region 1,1 wk ahead,Bin,percent,3.6,3.7,0.0004816025263158218
HHS Region 1,1 wk ahead,Bin,percent,3.7,3.8,0.00043875609981995563
HHS Region 1,1 wk ahead,Bin,percent,3.8,3.9,0.00039618818864265684
HHS Region 1,1 wk ahead,Bin,percent,3.9,4.0,0.0003666550299027762
HHS Region 1,1 wk ahead,Bin,percent,4.0,4.1,0.0003461102803071929
HHS Region 1,1 wk ahead,Bin,percent,4.1,4.2,0.0003540242256582769
HHS Region 1,1 wk ahead,Bin,percent,4.2,4.3,0.0003063385011003978
HHS Region 1,1 wk ahead,Bin,percent,4.3,4.4,0.0002959514761578029
HHS Region 1,1 wk ahead,Bin,percent,4.4,4.5,0.00028369235983404125
HHS Region 1,1 wk ahead,Bin,percent,4.5,4.6,0.0002756022902375089
HHS Region 1,1 wk ahead,Bin,percent,4.6,4.7,0.00026824600123786634
HHS Region 1,1 wk ahead,Bin,percent,4.7,4.8,0.00026200402187524866
HHS Region 1,1 wk ahead,Bin,percent,4.8,4.9,0.0002565419755325312
HHS Region 1,1 wk ahead,Bin,percent,4.9,5.0,0.0002521549653731148
HHS Region 1,1 wk ahead,Bin,percent,5.0,5.1,0.0002512065540189957
HHS Region 1,1 wk ahead,Bin,percent,5.1,5.2,0.00025305158526224363
HHS Region 1,1 wk ahead,Bin,percent,5.2,5.3,0.0002494523070077809
HHS Region 1,1 wk ahead,Bin,percent,5.3,5.4,0.00024327449898492
HHS Region 1,1 wk ahead,Bin,percent,5.4,5.5,0.00023898887640927096
HHS Region 1,1 wk ahead,Bin,percent,5.5,5.6,0.0002365774400494831
HHS Region 1,1 wk ahead,Bin,percent,5.6,5.7,0.0002359507642787067
HHS Region 1,1 wk ahead,Bin,percent,5.7,5.8,0.00023389746173961196
HHS Region 1,1 wk ahead,Bin,percent,5.8,5.9,0.00023137421726838285
HHS Region 1,1 wk ahead,Bin,percent,5.9,6.0,0.00023182230699786958
HHS Region 1,1 wk ahead,Bin,percent,6.0,6.1,0.00023169142345664354
HHS Region 1,1 wk ahead,Bin,percent,6.1,6.2,0.00023318412215343287
HHS Region 1,1 wk ahead,Bin,percent,6.2,6.3,0.00023427522857816612
HHS Region 1,1 wk ahead,Bin,percent,6.3,6.4,0.00023314479290745304
HHS Region 1,1 wk ahead,Bin,percent,6.4,6.5,0.00023272367559833146
HHS Region 1,1 wk ahead,Bin,percent,6.5,6.6,0.00023019348218872272
HHS Region 1,1 wk ahead,Bin,percent,6.6,6.7,0.00022813373699429843
HHS Region 1,1 wk ahead,Bin,percent,6.7,6.8,0.00022815766064579305
HHS Region 1,1 wk ahead,Bin,percent,6.8,6.9,0.00022753799415183
HHS Region 1,1 wk ahead,Bin,percent,6.9,7.0,0.00022634410603043686
HHS Region 1,1 wk ahead,Bin,percent,7.0,7.1,0.00022610992509662823
HHS Region 1,1 wk ahead,Bin,percent,7.1,7.2,0.00022651836708786503
HHS Region 1,1 wk ahead,Bin,percent,7.2,7.3,0.00022576151914444927
HHS Region 1,1 wk ahead,Bin,percent,7.3,7.4,0.0002248909525439184
HHS Region 1,1 wk ahead,Bin,percent,7.4,7.5,0.00022438436358961778
HHS Region 1,1 wk ahead,Bin,percent,7.5,7.6,0.00022486496155659923
HHS Region 1,1 wk ahead,Bin,percent,7.6,7.7,0.00022409278735764708
HHS Region 1,1 wk ahead,Bin,percent,7.7,7.8,0.00022395483179245035
HHS Region 1,1 wk ahead,Bin,percent,7.8,7.9,0.00022382106170179647
HHS Region 1,1 wk ahead,Bin,percent,7.9,8.0,0.00022404189650839686
HHS Region 1,1 wk ahead,Bin,percent,8.0,8.1,0.00022359935906509908
HHS Region 1,1 wk ahead,Bin,percent,8.1,8.2,0.00022351046677359946
HHS Region 1,1 wk ahead,Bin,percent,8.2,8.3,0.00022370269415946748
HHS Region 1,1 wk ahead,Bin,percent,8.3,8.4,0.00022361855021511552
HHS Region 1,1 wk ahead,Bin,percent,8.4,8.5,0.0002235360030077772
HHS Region 1,1 wk ahead,Bin,percent,8.5,8.6,0.00022314017465901987
HHS Region 1,1 wk ahead,Bin,percent,8.6,8.7,0.0002230601573660689
HHS Region 1,1 wk ahead,Bin,percent,8.7,8.8,0.00022298113784220556
HHS Region 1,1 wk ahead,Bin,percent,8.8,8.9,0.00022290320424007647
HHS Region 1,1 wk ahead,Bin,percent,8.9,9.0,0.00022286436155986915
HHS Region 1,1 wk ahead,Bin,percent,9.0,9.1,0.00022341684782973862
HHS Region 1,1 wk ahead,Bin,percent,9.1,9.2,0.00022271129384779771
HHS Region 1,1 wk ahead,Bin,percent,9.2,9.3,0.00022298654174768637
HHS Region 1,1 wk ahead,Bin,percent,9.3,9.4,0.00022259649619239762
HHS Region 1,1 wk ahead,Bin,percent,9.4,9.5,0.00022255784228659766
HHS Region 1,1 wk ahead,Bin,percent,9.5,9.6,0.00022279772715676758
HHS Region 1,1 wk ahead,Bin,percent,9.6,9.7,0.000222759625517526
HHS Region 1,1 wk ahead,Bin,percent,9.7,9.8,0.00022240695229671514
HHS Region 1,1 wk ahead,Bin,percent,9.8,9.9,0.00022233279304741948
HHS Region 1,1 wk ahead,Bin,percent,9.9,10.0,0.00022229526856643798
HHS Region 1,1 wk ahead,Point,percent,,,1.1723743551571288
HHS Region 1,2 wk ahead,Bin,percent,0.0,0.1,0.003365717845599533
HHS Region 1,2 wk ahead,Bin,percent,0.1,0.2,0.003906876943383032
HHS Region 1,2 wk ahead,Bin,percent,0.2,0.3,0.00520171284324792
HHS Region 1,2 wk ahead,Bin,percent,0.3,0.4,0.009775848667419698
HHS Region 1,2 wk ahead,Bin,percent,0.4,0.5,0.013096481596894936
HHS Region 1,2 wk ahead,Bin,percent,0.5,0.6,0.01791996319480517
HHS Region 1,2 wk ahead,Bin,percent,0.6,0.7,0.022767378254197432
HHS Region 1,2 wk ahead,Bin,percent,0.7,0.8,0.042407679521535374
HHS Region 1,2 wk ahead,Bin,percent,0.8,0.9,0.06253257243551444
HHS Region 1,2 wk ahead,Bin,percent,0.9,1.0,0.062012276441530685
HHS Region 1,2 wk ahead,Bin,percent,1.0,1.1,0.0701178391377995
HHS Region 1,2 wk ahead,Bin,percent,1.1,1.2,0.09386173995300648
HHS Region 1,2 wk ahead,Bin,percent,1.2,1.3,0.1387686705072703
HHS Region 1,2 wk ahead,Bin,percent,1.3,1.4,0.10115198105610856
HHS Region 1,2 wk ahead,Bin,percent,1.4,1.5,0.0713205350735319
HHS Region 1,2 wk ahead,Bin,percent,1.5,1.6,0.05122114456712076
HHS Region 1,2 wk ahead,Bin,percent,1.6,1.7,0.039776301951378185
HHS Region 1,2 wk ahead,Bin,percent,1.7,1.8,0.031760523611663934
HHS Region 1,2 wk ahead,Bin,percent,1.8,1.9,0.02599195041096884
HHS Region 1,2 wk ahead,Bin,percent,1.9,2.0,0.02180093580639634
HHS Region 1,2 wk ahead,Bin,percent,10.0,10.1,0.00021562993295980132
HHS Region 1,2 wk ahead,Bin,percent,10.1,10.2,0.00021559309045667392
HHS Region 1,2 wk ahead,Bin,percent,10.2,10.3,0.00021551990221619017
HHS Region 1,2 wk ahead,Bin,percent,10.3,10.4,0.00021548316651022576
HHS Region 1,2 wk ahead,Bin,percent,10.4,10.5,0.00021522631613744275
HHS Region 1,2 wk ahead,Bin,percent,10.5,10.6,0.0002148455855324535
HHS Region 1,2 wk ahead,Bin,percent,10.6,10.7,0.00021480896172402806
HHS Region 1,2 wk ahead,Bin,percent,10.7,10.8,0.0002147723657344537
HHS Region 1,2 wk ahead,Bin,percent,10.8,10.9,0.0002147357938931139
HHS Region 1,2 wk ahead,Bin,percent,10.9,11.0,0.00021469924303450195
HHS Region 1,2 wk ahead,Bin,percent,11.0,11.1,0.00021466271042602268
HHS Region 1,2 wk ahead,Bin,percent,11.1,11.2,0.0002146625967490577
HHS Region 1,2 wk ahead,Bin,percent,11.2,11.3,0.00021462609387600125
HHS Region 1,2 wk ahead,Bin,percent,11.3,11.4,0.00021458960308120024
HHS Region 1,2 wk ahead,Bin,percent,11.4,11.5,0.00021455312283220684
HHS Region 1,2 wk ahead,Bin,percent,11.5,11.6,0.00021451665179967008
HHS Region 1,2 wk ahead,Bin,percent,11.6,11.7,0.00021490408938929374
HHS Region 1,2 wk ahead,Bin,percent,11.7,11.8,0.00021523983253381109
HHS Region 1,2 wk ahead,Bin,percent,11.8,11.9,0.00021520338280870367
HHS Region 1,2 wk ahead,Bin,percent,11.9,12.0,0.00021488990074975133
HHS Region 1,2 wk ahead,Bin,percent,12.0,12.1,0.0002148534612253456
HHS Region 1,2 wk ahead,Bin,percent,12.1,12.2,0.0002148170260279934
HHS Region 1,2 wk ahead,Bin,percent,12.2,12.3,0.0002148169991206259
HHS Region 1,2 wk ahead,Bin,percent,12.3,12.4,0.0002147805859129165
HHS Region 1,2 wk ahead,Bin,percent,12.4,12.5,0.00021477933106736472
HHS Region 1,2 wk ahead,Bin,percent,12.5,12.6,0.00021473659366831276
HHS Region 1,2 wk ahead,Bin,percent,12.6,12.7,0.0002177577835977762
HHS Region 1,2 wk ahead,Bin,percent,12.7,12.8,0.0002183362421033097
HHS Region 1,2 wk ahead,Bin,percent,12.8,12.9,0.0002177035929576796
HHS Region 1,2 wk ahead,Bin,percent,12.9,13.0,0.00021638634284941365
HHS Region 1,2 wk ahead,Bin,percent,13.0,100.0,0.00021316337276226855
HHS Region 1,2 wk ahead,Bin,percent,2.0,2.1,0.019000058834265057
HHS Region 1,2 wk ahead,Bin,percent,2.1,2.2,0.016356928492647846
HHS Region 1,2 wk ahead,Bin,percent,2.2,2.3,0.013119970626520958
HHS Region 1,2 wk ahead,Bin,percent,2.3,2.4,0.010688271362896552
HHS Region 1,2 wk ahead,Bin,percent,2.4,2.5,0.006309859493853817
HHS Region 1,2 wk ahead,Bin,percent,2.5,2.6,0.004772088912197919
HHS Region 1,2 wk ahead,Bin,percent,2.6,2.7,0.0037362669553257814
HHS Region 1,2 wk ahead,Bin,percent,2.7,2.8,0.0028654202550063845
HHS Region 1,2 wk ahead,Bin,percent,2.8,2.9,0.002790757056321837
HHS Region 1,2 wk ahead,Bin,percent,2.9,3.0,0.002026976508010929
HHS Region 1,2 wk ahead,Bin,percent,3.0,3.1,0.0016440900983140116
HHS Region 1,2 wk ahead,Bin,percent,3.1,3.2,0.0013613491558362824
HHS Region 1,2 wk ahead,Bin,percent,3.2,3.3,0.0010984085878442194
HHS Region 1,2 wk ahead,Bin,percent,3.3,3.4,0.0009337639751087996
HHS Region 1,2 wk ahead,Bin,percent,3.4,3.5,0.0008491318351633905
HHS Region 1,2 wk ahead,Bin,percent,3.5,3.6,0.0006605918388194947
HHS Region 1,2 wk ahead,Bin,percent,3.6,3.7,0.0006298229832128323
HHS Region 1,2 wk ahead,Bin,percent,3.7,3.8,0.0004631632307140437
HHS Region 1,2 wk ahead,Bin,percent,3.8,3.9,0.00041401131423050863
HHS Region 1,2 wk ahead,Bin,percent,3.9,4.0,0.0003804447043174404
HHS Region 1,2 wk ahead,Bin,percent,4.0,4.1,0.000359728165612218
HHS Region 1,2 wk ahead,Bin,percent,4.1,4.2,0.0004140193780655135
HHS Region 1,2 wk ahead,Bin,percent,4.2,4.3,0.0003380539267516736
HHS Region 1,2 wk ahead,Bin,percent,4.3,4.4,0.0003360199516718447
HHS Region 1,2 wk ahead,Bin,percent,4.4,4.5,0.00032758963700429733
HHS Region 1,2 wk ahead,Bin,percent,4.5,4.6,0.00030229930944083506
HHS Region 1,2 wk ahead,Bin,percent,4.6,4.7,0.0003174100218896373
HHS Region 1,2 wk ahead,Bin,percent,4.7,4.8,0.0003051280801323787
HHS Region 1,2 wk ahead,Bin,percent,4.8,4.9,0.0002903991569982769
HHS Region 1,2 wk ahead,Bin,percent,4.9,5.0,0.0002715752390807673
HHS Region 1,2 wk ahead,Bin,percent,5.0,5.1,0.00025914934448457115
HHS Region 1,2 wk ahead,Bin,percent,5.1,5.2,0.0002584217529882205
HHS Region 1,2 wk ahead,Bin,percent,5.2,5.3,0.0002506338708663041
HHS Region 1,2 wk ahead,Bin,percent,5.3,5.4,0.00023674720845728837
HHS Region 1,2 wk ahead,Bin,percent,5.4,5.5,0.00023597441161649126
HHS Region 1,2 wk ahead,Bin,percent,5.5,5.6,0.00023190944641612242
HHS Region 1,2 wk ahead,Bin,percent,5.6,5.7,0.00023291418254193285
HHS Region 1,2 wk ahead,Bin,percent,5.7,5.8,0.00022834279833076836
HHS Region 1,2 wk ahead,Bin,percent,5.8,5.9,0.00022707927456829717
HHS Region 1,2 wk ahead,Bin,percent,5.9,6.0,0.000224762249033132
HHS Region 1,2 wk ahead,Bin,percent,6.0,6.1,0.00022292509174629956
HHS Region 1,2 wk ahead,Bin,percent,6.1,6.2,0.0002241687907836916
HHS Region 1,2 wk ahead,Bin,percent,6.2,6.3,0.00022189419182324765
HHS Region 1,2 wk ahead,Bin,percent,6.3,6.4,0.00022628887048524552
HHS Region 1,2 wk ahead,Bin,percent,6.4,6.5,0.00022568591669994432
HHS Region 1,2 wk ahead,Bin,percent,6.5,6.6,0.00022599250404072553
HHS Region 1,2 wk ahead,Bin,percent,6.6,6.7,0.0002250314651284379
HHS Region 1,2 wk ahead,Bin,percent,6.7,6.8,0.00022475554077886606
HHS Region 1,2 wk ahead,Bin,percent,6.8,6.9,0.00022422182867632787
HHS Region 1,2 wk ahead,Bin,percent,6.9,7.0,0.00022397158945367652
HHS Region 1,2 wk ahead,Bin,percent,7.0,7.1,0.00022376866766184175
HHS Region 1,2 wk ahead,Bin,percent,7.1,7.2,0.00022363052803774336
HHS Region 1,2 wk ahead,Bin,percent,7.2,7.3,0.000229127583437254
HHS Region 1,2 wk ahead,Bin,percent,7.3,7.4,0.00022894780036105566
HHS Region 1,2 wk ahead,Bin,percent,7.4,7.5,0.00022480164274259185
HHS Region 1,2 wk ahead,Bin,percent,7.5,7.6,0.00022127379680268158
HHS Region 1,2 wk ahead,Bin,percent,7.6,7.7,0.00022079417986726031
HHS Region 1,2 wk ahead,Bin,percent,7.7,7.8,0.00022066757200383286
HHS Region 1,2 wk ahead,Bin,percent,7.8,7.9,0.00022023018532511352
HHS Region 1,2 wk ahead,Bin,percent,7.9,8.0,0.00021970271271356764
HHS Region 1,2 wk ahead,Bin,percent,8.0,8.1,0.0002171713276197204
HHS Region 1,2 wk ahead,Bin,percent,8.1,8.2,0.00021677606645631824
HHS Region 1,2 wk ahead,Bin,percent,8.2,8.3,0.0002166591882636304
HHS Region 1,2 wk ahead,Bin,percent,8.3,8.4,0.00021689329105395902
HHS Region 1,2 wk ahead,Bin,percent,8.4,8.5,0.00021681491530940337
HHS Region 1,2 wk ahead,Bin,percent,8.5,8.6,0.00021638751088013015
HHS Region 1,2 wk ahead,Bin,percent,8.6,8.7,0.0002163106415811531
HHS Region 1,2 wk ahead,Bin,percent,8.7,8.8,0.00021623435914842087
HHS Region 1,2 wk ahead,Bin,percent,8.8,8.9,0.00021619497852158872
HHS Region 1,2 wk ahead,Bin,percent,8.9,9.0,0.00021714614295256202
HHS Region 1,2 wk ahead,Bin,percent,9.0,9.1,0.00021951843184043668
HHS Region 1,2 wk ahead,Bin,percent,9.1,9.2,0.00021944374212023684
HHS Region 1,2 wk ahead,Bin,percent,9.2,9.3,0.0002197191592958285
HHS Region 1,2 wk ahead,Bin,percent,9.3,9.4,0.00021964495740395916
HHS Region 1,2 wk ahead,Bin,percent,9.4,9.5,0.00021884298180614663
HHS Region 1,2 wk ahead,Bin,percent,9.5,9.6,0.0002161652275516832
HHS Region 1,2 wk ahead,Bin,percent,9.6,9.7,0.00021581448601204372
HHS Region 1,2 wk ahead,Bin,percent,9.7,9.8,0.00021574090338163175
HHS Region 1,2 wk ahead,Bin,percent,9.8,9.9,0.00021601726867891664
HHS Region 1,2 wk ahead,Bin,percent,9.9,10.0,0.0002156668418839706
HHS Region 1,2 wk ahead,Point,percent,,,1.2504041999097275
HHS Region 1,3 wk ahead,Bin,percent,0.0,0.1,0.003147234919232181
HHS Region 1,3 wk ahead,Bin,percent,0.1,0.2,0.0036156370163635617
HHS Region 1,3 wk ahead,Bin,percent,0.2,0.3,0.00497770034722922
HHS Region 1,3 wk ahead,Bin,percent,0.3,0.4,0.007926948006492688
HHS Region 1,3 wk ahead,Bin,percent,0.4,0.5,0.014100684983786704
HHS Region 1,3 wk ahead,Bin,percent,0.5,0.6,0.017821411990472127
HHS Region 1,3 wk ahead,Bin,percent,0.6,0.7,0.024359085099702082
HHS Region 1,3 wk ahead,Bin,percent,0.7,0.8,0.04220254233234823
HHS Region 1,3 wk ahead,Bin,percent,0.8,0.9,0.06181992392396175
HHS Region 1,3 wk ahead,Bin,percent,0.9,1.0,0.0577210772369176
HHS Region 1,3 wk ahead,Bin,percent,1.0,1.1,0.05392925066759816
HHS Region 1,3 wk ahead,Bin,percent,1.1,1.2,0.07363073114045787
HHS Region 1,3 wk ahead,Bin,percent,1.2,1.3,0.09918585575965808
HHS Region 1,3 wk ahead,Bin,percent,1.3,1.4,0.09585231350573452
HHS Region 1,3 wk ahead,Bin,percent,1.4,1.5,0.07420636796304535
HHS Region 1,3 wk ahead,Bin,percent,1.5,1.6,0.05561328900519976
HHS Region 1,3 wk ahead,Bin,percent,1.6,1.7,0.04491548881774236
HHS Region 1,3 wk ahead,Bin,percent,1.7,1.8,0.0399736226931177
HHS Region 1,3 wk ahead,Bin,percent,1.8,1.9,0.03379272840612997
HHS Region 1,3 wk ahead,Bin,percent,1.9,2.0,0.027150989718686874
HHS Region 1,3 wk ahead,Bin,percent,10.0,10.1,0.0002365924110207249
HHS Region 1,3 wk ahead,Bin,percent,10.1,10.2,0.00023679946222600963
HHS Region 1,3 wk ahead,Bin,percent,10.2,10.3,0.00023676219346097338
HHS Region 1,3 wk ahead,Bin,percent,10.3,10.4,0.00022944024445576523
HHS Region 1,3 wk ahead,Bin,percent,10.4,10.5,0.00022838229216082901
HHS Region 1,3 wk ahead,Bin,percent,10.5,10.6,0.0002286624398036187
HHS Region 1,3 wk ahead,Bin,percent,10.6,10.7,0.00022830840761474595
HHS Region 1,3 wk ahead,Bin,percent,10.7,10.8,0.00022823516107189947
HHS Region 1,3 wk ahead,Bin,percent,10.8,10.9,0.00022819837235883535
HHS Region 1,3 wk ahead,Bin,percent,10.9,11.0,0.0002281616311662732
HHS Region 1,3 wk ahead,Bin,percent,11.0,11.1,0.00022812493136683878
HHS Region 1,3 wk ahead,Bin,percent,11.1,11.2,0.0002280882676562293
HHS Region 1,3 wk ahead,Bin,percent,11.2,11.3,0.00022805163543841088
HHS Region 1,3 wk ahead,Bin,percent,11.3,11.4,0.0002280284202753734
HHS Region 1,3 wk ahead,Bin,percent,11.4,11.5,0.00022809603109219946
HHS Region 1,3 wk ahead,Bin,percent,11.5,11.6,0.00022805947146925024
HHS Region 1,3 wk ahead,Bin,percent,11.6,11.7,0.00022802293027328056
HHS Region 1,3 wk ahead,Bin,percent,11.7,11.8,0.0002280228084538036
HHS Region 1,3 wk ahead,Bin,percent,11.8,11.9,0.0002279862975802982
HHS Region 1,3 wk ahead,Bin,percent,11.9,12.0,0.0002279497991659635
HHS Region 1,3 wk ahead,Bin,percent,12.0,12.1,0.00022791331200709252
HHS Region 1,3 wk ahead,Bin,percent,12.1,12.2,0.00022787683908730914
HHS Region 1,3 wk ahead,Bin,percent,12.2,12.3,0.00022787682934202147
HHS Region 1,3 wk ahead,Bin,percent,12.3,12.4,0.00022784087123662534
HHS Region 1,3 wk ahead,Bin,percent,12.4,12.5,0.0002304845934355521
HHS Region 1,3 wk ahead,Bin,percent,12.5,12.6,0.00023150998133613027
HHS Region 1,3 wk ahead,Bin,percent,12.6,12.7,0.00023160343818526757
HHS Region 1,3 wk ahead,Bin,percent,12.7,12.8,0.00023186048165376347
HHS Region 1,3 wk ahead,Bin,percent,12.8,12.9,0.0002322433276947378
HHS Region 1,3 wk ahead,Bin,percent,12.9,13.0,0.0002413555232230621
HHS Region 1,3 wk ahead,Bin,percent,13.0,100.0,0.00024012059331705968
HHS Region 1,3 wk ahead,Bin,percent,2.0,2.1,0.02441552289157604
HHS Region 1,3 wk ahead,Bin,percent,2.1,2.2,0.021022035138262892
HHS Region 1,3 wk ahead,Bin,percent,2.2,2.3,0.018731979498788697
HHS Region 1,3 wk ahead,Bin,percent,2.3,2.4,0.016301023427412516
HHS Region 1,3 wk ahead,Bin,percent,2.4,2.5,0.014279075132236656
HHS Region 1,3 wk ahead,Bin,percent,2.5,2.6,0.01007131107422862
HHS Region 1,3 wk ahead,Bin,percent,2.6,2.7,0.007289481523890652
HHS Region 1,3 wk ahead,Bin,percent,2.7,2.8,0.006226903025807847
HHS Region 1,3 wk ahead,Bin,percent,2.8,2.9,0.004499640178754754
HHS Region 1,3 wk ahead,Bin,percent,2.9,3.0,0.003854990642939092
HHS Region 1,3 wk ahead,Bin,percent,3.0,3.1,0.002774089751853134
HHS Region 1,3 wk ahead,Bin,percent,3.1,3.2,0.0024302071886183824
HHS Region 1,3 wk ahead,Bin,percent,3.2,3.3,0.0019080643490734254
HHS Region 1,3 wk ahead,Bin,percent,3.3,3.4,0.0015081098533551035
HHS Region 1,3 wk ahead,Bin,percent,3.4,3.5,0.0011502597574495808
HHS Region 1,3 wk ahead,Bin,percent,3.5,3.6,0.000875238500627089
HHS Region 1,3 wk ahead,Bin,percent,3.6,3.7,0.0007407649019336763
HHS Region 1,3 wk ahead,Bin,percent,3.7,3.8,0.0006714962885835362
HHS Region 1,3 wk ahead,Bin,percent,3.8,3.9,0.0006222109878934304
HHS Region 1,3 wk ahead,Bin,percent,3.9,4.0,0.0006501233134601414
HHS Region 1,3 wk ahead,Bin,percent,4.0,4.1,0.000531765452473466
HHS Region 1,3 wk ahead,Bin,percent,4.1,4.2,0.0004915232329255344
HHS Region 1,3 wk ahead,Bin,percent,4.2,4.3,0.0004523393037562741
HHS Region 1,3 wk ahead,Bin,percent,4.3,4.4,0.0004538737695211173
HHS Region 1,3 wk ahead,Bin,percent,4.4,4.5,0.00038061058439953856
HHS Region 1,3 wk ahead,Bin,percent,4.5,4.6,0.0003836036949915998
HHS Region 1,3 wk ahead,Bin,percent,4.6,4.7,0.00037596772286204236
